Periodo,Sexo,Edad,Estado civil,Total
2011T2,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,334
2011T1,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"335,8"
2010T4,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"311,2"
2010T3,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"301,9"
2010T2,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"307,2"
2010T1,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"304,4"
2009T4,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,267
2009T3,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"239,2"
2009T2,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"269,1"
2009T1,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"259,7"
2008T4,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"200,7"
2008T3,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,154
2008T2,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"148,3"
2008T1,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"140,1"
2007T4,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"123,6"
2007T3,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"110,2"
2007T2,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"117,5"
2007T1,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"108,1"
2006T4,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"103,3"
2006T3,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"94,2"
2006T2,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"102,4"
2006T1,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"112,7"
2005T4,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"97,9"
2005T3,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"88,9"
2005T2,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"115,4"
2005T1,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"111,3"
2004T4,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"104,9"
2004T3,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"119,5"
2004T2,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,117
2004T1,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"111,1"
2003T4,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"98,5"
2003T3,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"88,3"
2003T2,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"94,2"
2003T1,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"95,5"
2002T4,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,98
2002T3,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"86,9"
2002T2,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"92,7"
2002T1,Ambos sexos,Total,Separados/Separadas o Divorciados/Divorciadas,"93,5"
2025T1,Ambos sexos,De 16 a 19 años,Total,"104,3"
2024T4,Ambos sexos,De 16 a 19 años,Total,"116,3"
2024T3,Ambos sexos,De 16 a 19 años,Total,"149,1"
2024T2,Ambos sexos,De 16 a 19 años,Total,"148,4"
2024T1,Ambos sexos,De 16 a 19 años,Total,"116,3"
2023T4,Ambos sexos,De 16 a 19 años,Total,"118,1"
2023T3,Ambos sexos,De 16 a 19 años,Total,"148,7"
2023T2,Ambos sexos,De 16 a 19 años,Total,"124,8"
2023T1,Ambos sexos,De 16 a 19 años,Total,"115,6"
2022T4,Ambos sexos,De 16 a 19 años,Total,"109,6"
2022T3,Ambos sexos,De 16 a 19 años,Total,"143,7"
2022T2,Ambos sexos,De 16 a 19 años,Total,"147,3"
2022T1,Ambos sexos,De 16 a 19 años,Total,"117,1"
2021T4,Ambos sexos,De 16 a 19 años,Total,"120,8"
2021T3,Ambos sexos,De 16 a 19 años,Total,"141,4"
2021T2,Ambos sexos,De 16 a 19 años,Total,"144,9"
2021T1,Ambos sexos,De 16 a 19 años,Total,"115,7"
2020T4,Ambos sexos,De 16 a 19 años,Total,"131,1"
2020T3,Ambos sexos,De 16 a 19 años,Total,"150,2"
2020T2,Ambos sexos,De 16 a 19 años,Total,"108,2"
2020T1,Ambos sexos,De 16 a 19 años,Total,"116,5"
2019T4,Ambos sexos,De 16 a 19 años,Total,"114,7"
2019T3,Ambos sexos,De 16 a 19 años,Total,"130,1"
2019T2,Ambos sexos,De 16 a 19 años,Total,"128,9"
2019T1,Ambos sexos,De 16 a 19 años,Total,"123,3"
2018T4,Ambos sexos,De 16 a 19 años,Total,"120,1"
2018T3,Ambos sexos,De 16 a 19 años,Total,"137,8"
2018T2,Ambos sexos,De 16 a 19 años,Total,"139,7"
2018T1,Ambos sexos,De 16 a 19 años,Total,"132,8"
2017T4,Ambos sexos,De 16 a 19 años,Total,"140,2"
2017T3,Ambos sexos,De 16 a 19 años,Total,"150,3"
2017T2,Ambos sexos,De 16 a 19 años,Total,"141,1"
2017T1,Ambos sexos,De 16 a 19 años,Total,"134,5"
2016T4,Ambos sexos,De 16 a 19 años,Total,"137,5"
2016T3,Ambos sexos,De 16 a 19 años,Total,"146,3"
2016T2,Ambos sexos,De 16 a 19 años,Total,"147,8"
2016T1,Ambos sexos,De 16 a 19 años,Total,"143,6"
2015T4,Ambos sexos,De 16 a 19 años,Total,"155,1"
2015T3,Ambos sexos,De 16 a 19 años,Total,"185,9"
2015T2,Ambos sexos,De 16 a 19 años,Total,"177,3"
2015T1,Ambos sexos,De 16 a 19 años,Total,"170,8"
2014T4,Ambos sexos,De 16 a 19 años,Total,"168,2"
2014T3,Ambos sexos,De 16 a 19 años,Total,"183,6"
2014T2,Ambos sexos,De 16 a 19 años,Total,"171,2"
2014T1,Ambos sexos,De 16 a 19 años,Total,"169,5"
2013T4,Ambos sexos,De 16 a 19 años,Total,"201,1"
2013T3,Ambos sexos,De 16 a 19 años,Total,"232,8"
2013T2,Ambos sexos,De 16 a 19 años,Total,205
2013T1,Ambos sexos,De 16 a 19 años,Total,"206,8"
2012T4,Ambos sexos,De 16 a 19 años,Total,"194,2"
2012T3,Ambos sexos,De 16 a 19 años,Total,"242,5"
2012T2,Ambos sexos,De 16 a 19 años,Total,"236,5"
2012T1,Ambos sexos,De 16 a 19 años,Total,"214,7"
2011T4,Ambos sexos,De 16 a 19 años,Total,208
2011T3,Ambos sexos,De 16 a 19 años,Total,"238,1"
2011T2,Ambos sexos,De 16 a 19 años,Total,"220,7"
2011T1,Ambos sexos,De 16 a 19 años,Total,"216,4"
2010T4,Ambos sexos,De 16 a 19 años,Total,"219,2"
2010T3,Ambos sexos,De 16 a 19 años,Total,"245,8"
2010T2,Ambos sexos,De 16 a 19 años,Total,"259,2"
2010T1,Ambos sexos,De 16 a 19 años,Total,"233,8"
2009T4,Ambos sexos,De 16 a 19 años,Total,"220,7"
2009T3,Ambos sexos,De 16 a 19 años,Total,263
2009T2,Ambos sexos,De 16 a 19 años,Total,"266,4"
2009T1,Ambos sexos,De 16 a 19 años,Total,"258,4"
2008T4,Ambos sexos,De 16 a 19 años,Total,228
2008T3,Ambos sexos,De 16 a 19 años,Total,"230,9"
2008T2,Ambos sexos,De 16 a 19 años,Total,"224,4"
2008T1,Ambos sexos,De 16 a 19 años,Total,"172,1"
2007T4,Ambos sexos,De 16 a 19 años,Total,"164,1"
2007T3,Ambos sexos,De 16 a 19 años,Total,169
2007T2,Ambos sexos,De 16 a 19 años,Total,"165,8"
2007T1,Ambos sexos,De 16 a 19 años,Total,"141,5"
2006T4,Ambos sexos,De 16 a 19 años,Total,"165,4"
2006T3,Ambos sexos,De 16 a 19 años,Total,"149,9"
2006T2,Ambos sexos,De 16 a 19 años,Total,"170,4"
2006T1,Ambos sexos,De 16 a 19 años,Total,"149,4"
2005T4,Ambos sexos,De 16 a 19 años,Total,"144,7"
2005T3,Ambos sexos,De 16 a 19 años,Total,"159,9"
2005T2,Ambos sexos,De 16 a 19 años,Total,"171,9"
2005T1,Ambos sexos,De 16 a 19 años,Total,"158,5"
2004T4,Ambos sexos,De 16 a 19 años,Total,"139,2"
2004T3,Ambos sexos,De 16 a 19 años,Total,"154,9"
2004T2,Ambos sexos,De 16 a 19 años,Total,"150,9"
2004T1,Ambos sexos,De 16 a 19 años,Total,150
2003T4,Ambos sexos,De 16 a 19 años,Total,"155,1"
2003T3,Ambos sexos,De 16 a 19 años,Total,"165,9"
2003T2,Ambos sexos,De 16 a 19 años,Total,"169,3"
2003T1,Ambos sexos,De 16 a 19 años,Total,"160,5"
2002T4,Ambos sexos,De 16 a 19 años,Total,"156,7"
2002T3,Ambos sexos,De 16 a 19 años,Total,"162,2"
2002T2,Ambos sexos,De 16 a 19 años,Total,"145,5"
2002T1,Ambos sexos,De 16 a 19 años,Total,"144,5"
2025T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"103,3"
2024T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"116,3"
2024T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"148,8"
2024T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"148,4"
2024T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"116,3"
2023T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"117,8"
2023T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"148,7"
2023T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"124,8"
2023T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"115,6"
2022T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"109,6"
2022T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"143,7"
2022T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,147
2022T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,117
2021T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"120,5"
2021T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,141
2021T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"144,2"
2021T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"114,6"
2020T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"130,5"
2020T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"149,7"
2020T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,108
2020T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"115,9"
2019T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"113,4"
2019T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"130,1"
2019T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"128,7"
2019T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,123
2018T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"119,6"
2018T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,137
2018T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"139,3"
2018T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"131,7"
2017T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"138,2"
2017T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"149,9"
2017T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"140,4"
2017T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,134
2016T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"136,4"
2016T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"143,5"
2016T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,146
2016T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"140,9"
2015T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"152,2"
2015T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"184,6"
2015T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,175
2015T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"168,4"
2014T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"166,9"
2014T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"182,9"
2014T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"170,9"
2014T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"169,1"
2013T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"199,1"
2013T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"230,5"
2013T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"203,3"
2013T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"204,9"
2012T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"191,1"
2012T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"239,7"
2012T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"235,5"
2012T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"212,9"
2011T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"207,3"
2011T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"236,6"
2011T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"219,2"
2011T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"215,2"
2010T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"217,6"
2010T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"244,5"
2010T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"256,6"
2010T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,232
2009T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"219,6"
2009T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"261,5"
2009T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"263,1"
2009T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"256,5"
2008T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"226,1"
2008T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"228,1"
2008T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"221,5"
2008T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,171
2007T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"163,1"
2007T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"167,8"
2007T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"165,6"
2007T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"138,7"
2006T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"161,2"
2006T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"149,2"
2006T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"168,8"
2006T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"146,5"
2005T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"142,7"
2005T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"156,5"
2005T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"171,3"
2005T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"157,3"
2004T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"137,5"
2004T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"151,4"
2004T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"143,4"
2004T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"146,2"
2003T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,149
2003T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"161,1"
2003T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"164,3"
2003T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"158,3"
2002T4,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"154,1"
2002T3,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"160,2"
2002T2,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"143,2"
2002T1,Ambos sexos,De 16 a 19 años,Solteros/Solteras,"141,1"
2025T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,1
2024T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,..
2024T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,3"
2024T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,..
2024T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,..
2023T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,3"
2023T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,..
2023T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,..
2023T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,..
2022T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,..
2022T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,..
2022T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,3"
2022T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,..
2021T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,3"
2021T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,4"
2021T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,7"
2021T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,2"
2020T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,6"
2020T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,4"
2020T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,3"
2020T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,7"
2019T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,2"
2019T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,0
2019T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,1"
2019T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,2"
2018T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,4"
2018T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,8"
2018T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,4"
2018T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,4"
2017T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,2
2017T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,4"
2017T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,7"
2017T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,4"
2016T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,1"
2016T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"2,7"
2016T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,8"
2016T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"2,8"
2015T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"2,1"
2015T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,6"
2015T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"2,3"
2015T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"2,4"
2014T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,3"
2014T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,8"
2014T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,2"
2014T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,4"
2013T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,2
2013T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"2,3"
2013T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,7"
2013T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,9"
2012T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"3,1"
2012T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"2,3"
2012T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,1"
2012T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,8"
2011T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,7"
2011T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,4"
2011T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,5"
2011T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,2"
2010T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,7"
2010T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,4"
2010T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"2,6"
2010T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,8"
2009T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,2"
2009T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,5"
2009T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"3,3"
2009T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,2
2008T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,9"
2008T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"2,8"
2008T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,3
2008T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,2"
2007T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,1
2007T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,2"
2007T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,2"
2007T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"2,9"
2006T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"4,2"
2006T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,7"
2006T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,5"
2006T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"2,8"
2005T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,8"
2005T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"3,4"
2005T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,7"
2005T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"0,9"
2004T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"1,6"
2004T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"3,4"
2004T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"7,1"
2004T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"3,8"
2003T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"6,2"
2003T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,"4,8"
2003T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"5,1"
2003T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,2
2002T4,Ambos sexos,De 16 a 19 años,Casados/Casadas,"2,6"
2002T3,Ambos sexos,De 16 a 19 años,Casados/Casadas,2
2002T2,Ambos sexos,De 16 a 19 años,Casados/Casadas,"2,2"
2002T1,Ambos sexos,De 16 a 19 años,Casados/Casadas,"3,4"
2025T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2024T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2024T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2024T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2024T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2023T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2023T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2023T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2023T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2022T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2022T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2022T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2022T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2021T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2021T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2021T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2021T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2020T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2020T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2020T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,0
2020T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2019T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2019T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2019T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2019T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2018T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,0
2018T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,0
2018T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2018T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2017T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2017T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2017T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2017T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2016T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2016T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2016T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,0
2016T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2015T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2015T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2015T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2015T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2014T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2014T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2014T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2014T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2013T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2013T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2013T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2013T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2012T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2012T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,"0,4"
2012T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,0
2012T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2011T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2011T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2011T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,0
2011T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,0
2010T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2010T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2010T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2010T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2009T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2009T3,Ambos sexos,De 16 a 19 años,Viudos/Viudas,0
2009T2,Ambos sexos,De 16 a 19 años,Viudos/Viudas,..
2009T1,Ambos sexos,De 16 a 19 años,Viudos/Viudas,0
2008T4,Ambos sexos,De 16 a 19 años,Viudos/Viudas,0
